price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
9950,2008.0,toyota tundra,good,6.0,gas,229000.0,automatic,truck,red,,2019-04-16,0
7750,2012.0,chevrolet equinox,good,4.0,gas,106161.5,automatic,SUV,grey,,2019-02-21,21
4950,2009.0,honda cr-v,good,4.0,gas,127212.5,automatic,SUV,blue,,2018-11-30,6
3500,2012.0,chevrolet malibu,excellent,4.0,gas,160000.0,automatic,sedan,,,2018-05-26,22
6000,2004.0,bmw x5,like new,6.0,gas,154578.0,automatic,SUV,black,1.0,2018-05-02,34
5500,2014.0,ford focus,excellent,4.0,gas,75052.0,automatic,sedan,,,2019-03-05,82
13899,2016.0,chevrolet malibu,like new,4.0,gas,69000.0,automatic,sedan,custom,,2018-06-15,52
13899,2014.0,dodge charger,like new,6.0,gas,79000.0,automatic,sedan,black,,2018-05-29,33
6250,2014.0,ford focus,excellent,4.0,gas,75052.0,automatic,sedan,silver,,2019-03-09,115
6450,2013.0,hyundai elantra,excellent,4.0,gas,72000.0,automatic,sedan,red,,2018-10-20,9
7300,2014.0,ford taurus,good,6.0,gas,118000.0,automatic,sedan,,,2018-05-14,152
5500,2009.0,honda civic,excellent,4.0,gas,129000.0,automatic,sedan,white,,2018-05-28,87
5750,2009.0,toyota camry,like new,6.0,gas,146954.0,automatic,sedan,silver,,2019-02-18,9
3200,2007.0,hyundai sonata,good,6.0,gas,159538.0,automatic,sedan,black,,2018-09-05,30
6800,2014.0,nissan altima,excellent,4.0,gas,120000.0,automatic,sedan,,,2018-10-21,34
15900,2017.0,dodge grand caravan,excellent,6.0,gas,117500.0,automatic,mini-van,silver,,2018-08-12,42
4500,2012.0,ford focus se,excellent,4.0,gas,124333.0,automatic,sedan,white,,2018-07-10,35
26990,2014.0,ford f-150,good,6.0,gas,101035.5,automatic,truck,silver,1.0,2019-03-04,22
26999,2014.0,ford f-150,good,6.0,gas,101035.5,automatic,truck,,1.0,2019-03-21,17
20990,2014.0,ford f-150,good,8.0,gas,72854.0,automatic,truck,white,1.0,2019-01-23,10
17999,2013.0,ford f-150,good,8.0,gas,108884.0,automatic,truck,white,1.0,2018-11-16,20
6350,2004.0,honda civic,good,4.0,gas,61194.0,automatic,sedan,red,,2018-12-25,16
2995,2008.0,subaru impreza,excellent,4.0,gas,141337.0,automatic,sedan,black,1.0,2019-01-29,40
5993,2008.0,gmc acadia,excellent,6.0,gas,155648.0,automatic,SUV,black,1.0,2019-02-06,72
13991,2007.0,chevrolet silverado 1500,good,8.0,gas,94979.0,automatic,truck,blue,1.0,2019-02-06,48
20988,2011.0,chevrolet silverado,excellent,8.0,gas,82000.0,automatic,truck,white,1.0,2018-11-04,37
19900,2014.0,ram 1500,excellent,8.0,gas,129060.0,automatic,pickup,silver,1.0,2018-07-23,25
20500,2015.0,ford edge,like new,6.0,gas,48900.0,automatic,SUV,,1.0,2018-06-17,12
27900,2017.0,chevrolet silverado,like new,8.0,gas,62447.0,automatic,truck,,1.0,2018-12-12,15
3800,2001.0,chevrolet suburban,good,8.0,gas,250000.0,automatic,SUV,blue,1.0,2018-09-19,37
5999,2012.0,nissan altima,good,4.0,gas,87000.0,automatic,sedan,,,2018-12-12,40
13900,2012.0,dodge grand caravan,good,6.0,gas,149500.0,automatic,mini-van,white,,2019-04-03,14
24988,2017.0,chevrolet silverado,like new,8.0,gas,37400.0,automatic,truck,black,,2018-06-22,31
5995,2015.0,ford focus se,excellent,4.0,gas,51000.0,automatic,sedan,,,2018-12-09,13
5350,2012.0,ford focus se,excellent,4.0,gas,106000.0,automatic,sedan,black,,2019-01-30,41
8999,2012.0,chevrolet traverse,excellent,6.0,gas,151754.0,automatic,SUV,white,1.0,2018-11-01,93
22890,2015.0,gmc sierra,excellent,8.0,gas,78601.0,automatic,truck,brown,1.0,2018-05-08,31
12900,2013.0,dodge grand caravan,excellent,6.0,gas,154000.0,automatic,mini-van,white,,2018-09-01,44
13800,2011.0,ford f250 super duty,excellent,8.0,diesel,210000.0,automatic,truck,green,,2018-09-07,11
18991,2017.0,ford f-150,good,6.0,gas,133598.0,automatic,truck,grey,1.0,2018-11-26,33
29900,2016.0,chevrolet tahoe,excellent,8.0,gas,74000.0,automatic,SUV,black,1.0,2018-11-01,53
5995,2012.0,chevrolet malibu,good,4.0,gas,119000.0,automatic,sedan,grey,,2018-07-26,31
13000,2010.0,ford f-150,like new,8.0,gas,89000.0,automatic,truck,white,1.0,2018-09-11,15
13990,2008.0,toyota tundra,excellent,8.0,gas,129274.0,automatic,truck,,1.0,2018-07-13,36
6900,2010.0,chevrolet silverado,good,8.0,gas,301000.0,automatic,truck,white,1.0,2018-06-28,84
6700,2009.0,chevrolet suburban,fair,8.0,gas,176000.0,automatic,SUV,black,1.0,2018-07-30,22
20988,2015.0,jeep grand cherokee,like new,6.0,gas,74729.0,automatic,SUV,black,1.0,2019-03-16,35
6300,2008.0,gmc acadia,excellent,6.0,gas,170500.0,automatic,SUV,grey,,2018-09-15,34
4150,2005.0,chevrolet equinox,excellent,6.0,gas,13000.0,automatic,SUV,black,1.0,2018-08-21,52
7850,2011.0,ford edge,like new,6.0,gas,142000.0,automatic,SUV,green,,2019-03-21,16
26900,2014.0,ford f-250 sd,good,8.0,diesel,146920.0,automatic,truck,white,1.0,2019-03-19,25
8995,2012.0,ford focus se,excellent,4.0,gas,62944.0,automatic,sedan,,,2019-03-05,18
18000,2008.0,jeep wrangler,excellent,6.0,gas,130995.0,automatic,offroad,green,1.0,2018-06-25,101
19999,2004.0,ram 2500,excellent,6.0,diesel,220564.0,automatic,truck,,1.0,2018-07-08,98
6500,2009.0,toyota camry le,good,4.0,gas,101275.0,automatic,sedan,grey,,2019-03-22,38
12500,2007.0,gmc yukon,excellent,8.0,gas,122000.0,automatic,SUV,silver,1.0,2018-11-05,37
10500,2005.0,ford f-150,good,8.0,gas,119000.0,automatic,pickup,blue,1.0,2018-10-17,28
11750,2015.0,jeep cherokee,excellent,6.0,gas,117000.0,automatic,SUV,black,1.0,2018-09-27,48
14999,2007.0,toyota tacoma,excellent,6.0,gas,195255.0,automatic,pickup,silver,1.0,2018-09-08,43
15999,2011.0,honda pilot,excellent,6.0,gas,111458.0,automatic,SUV,black,1.0,2019-01-25,20
6800,2008.0,honda cr-v,good,4.0,gas,155000.0,automatic,SUV,silver,,2018-12-14,37
2800,2000.0,dodge dakota,good,6.0,gas,200000.0,automatic,pickup,black,,2018-08-20,20
5500,2008.0,chevrolet colorado,like new,4.0,gas,145000.0,automatic,pickup,grey,,2018-09-28,80
23500,2012.0,ford f-250 sd,good,8.0,gas,104850.0,automatic,truck,black,1.0,2019-03-21,26
20900,2012.0,chevrolet silverado 2500hd,good,8.0,diesel,187375.0,automatic,truck,,1.0,2019-01-14,53
9900,2014.0,jeep grand cherokee,good,6.0,gas,183981.0,automatic,SUV,,1.0,2018-08-30,8
15800,2004.0,chevrolet silverado,like new,8.0,diesel,184000.0,automatic,truck,red,,2018-12-06,23
12450,2010.0,jeep wrangler,excellent,6.0,gas,91577.0,automatic,SUV,silver,1.0,2018-12-19,58
5000,2012.0,ford fusion se,excellent,4.0,gas,122000.0,automatic,sedan,grey,,2019-01-26,17
5500,2000.0,jeep wrangler,excellent,6.0,gas,133962.0,automatic,SUV,yellow,1.0,2019-02-09,47
6000,2002.0,jeep wrangler,excellent,6.0,gas,150700.0,manual,convertible,,1.0,2018-12-25,10
4995,2008.0,dodge charger,good,6.0,gas,161353.0,automatic,sedan,silver,,2019-04-03,17
12900,2004.0,jeep wrangler,excellent,6.0,gas,112723.0,other,SUV,black,1.0,2018-05-02,66
11500,2011.0,gmc yukon,excellent,8.0,gas,134000.0,automatic,SUV,white,1.0,2018-09-26,29
11900,2009.0,chevrolet silverado 1500,excellent,8.0,gas,128000.0,automatic,pickup,white,1.0,2018-07-15,56
2995,2011.0,chevrolet impala,excellent,6.0,gas,119124.0,automatic,sedan,,,2018-11-20,29
24988,2018.0,ram 1500,like new,8.0,gas,18000.0,automatic,truck,black,,2019-02-28,22
12500,2008.0,jeep wrangler,excellent,6.0,gas,145000.0,automatic,SUV,black,,2018-10-01,22
5500,2009.0,subaru forester,like new,4.0,gas,125503.0,automatic,hatchback,black,1.0,2019-02-02,89
16000,2013.0,chevrolet silverado 2500hd,excellent,8.0,gas,137841.0,automatic,truck,white,1.0,2019-01-13,36
27988,2018.0,ford f-150,like new,6.0,gas,10000.0,automatic,truck,grey,,2019-01-27,3
21988,2016.0,chevrolet silverado,like new,6.0,gas,65000.0,automatic,truck,blue,,2018-06-17,3
24988,2017.0,chevrolet silverado,like new,8.0,gas,64000.0,automatic,truck,white,,2018-06-14,69
26988,2018.0,ford explorer,like new,6.0,gas,25000.0,automatic,SUV,grey,,2018-11-17,24
4900,2010.0,buick enclave,excellent,6.0,gas,178972.0,automatic,SUV,silver,1.0,2018-12-19,25
4700,2010.0,toyota camry,excellent,4.0,gas,100295.0,automatic,sedan,silver,,2018-05-19,30
24988,2017.0,chevrolet traverse,like new,6.0,gas,33500.0,automatic,SUV,blue,1.0,2019-02-16,39
17588,2018.0,chevrolet cruze,like new,4.0,gas,4000.0,automatic,sedan,,,2018-10-12,10
4500,2007.0,acura tl,like new,6.0,gas,175870.0,automatic,sedan,white,,2019-03-22,15
10900,2009.0,ram 1500,good,8.0,gas,168000.0,automatic,pickup,red,1.0,2018-06-20,22
4500,2003.0,ford focus,like new,4.0,gas,134774.0,automatic,hatchback,blue,,2019-01-08,109
13500,2014.0,subaru forester,excellent,4.0,gas,72000.0,automatic,SUV,silver,1.0,2019-03-26,56
5900,2011.0,volkswagen jetta,good,4.0,gas,122000.0,automatic,hatchback,,,2019-02-28,58
9900,2007.0,toyota sienna,excellent,6.0,gas,117200.0,automatic,mini-van,grey,,2018-05-04,30
3895,2006.0,nissan murano,good,6.0,gas,214932.0,automatic,wagon,custom,,2019-01-28,50
3995,2009.0,nissan murano,good,6.0,gas,136690.0,automatic,wagon,custom,,2018-06-23,11
4995,2007.0,hyundai santa fe,good,6.0,gas,184270.0,automatic,wagon,grey,,2018-12-17,49
5495,2012.0,hyundai sonata,good,4.0,gas,160139.0,automatic,sedan,,,2018-09-23,30
4995,2005.0,chrysler 300,good,6.0,gas,213847.0,automatic,sedan,,,2019-01-12,22
4995,2008.0,nissan rogue,good,4.0,gas,147356.0,automatic,wagon,grey,,2018-08-04,4
6450,2011.0,subaru outback,like new,4.0,gas,145247.0,automatic,wagon,green,1.0,2018-07-28,12
3495,2006.0,toyota sienna,good,6.0,gas,175982.0,automatic,van,blue,,2018-11-01,61
4995,2008.0,hyundai santa fe,good,6.0,gas,167742.0,automatic,wagon,silver,,2018-08-16,44
4995,2005.0,chrysler 300,good,8.0,gas,217167.0,automatic,sedan,,,2018-10-25,22
4995,2010.0,dodge charger,good,6.0,gas,204793.0,automatic,sedan,black,,2019-03-12,43
5295,2012.0,nissan rogue,good,4.0,gas,128382.0,automatic,wagon,custom,,2019-03-16,30
4995,2000.0,ford f-150,good,8.0,gas,241915.0,automatic,truck,white,,2018-09-26,44
2495,2005.0,ford taurus,good,6.0,gas,253800.0,automatic,sedan,green,,2019-01-30,53
21900,2011.0,ford f250,excellent,8.0,diesel,105000.0,automatic,truck,white,1.0,2018-06-30,31
25588,2013.0,dodge charger,like new,6.0,gas,12000.0,automatic,sedan,black,,2018-09-21,13
22588,2012.0,nissan frontier,like new,6.0,gas,15000.0,automatic,truck,black,,2018-11-06,37
14988,2016.0,chevrolet malibu,like new,4.0,gas,28000.0,automatic,sedan,silver,,2019-01-10,26
4400,2006.0,jeep liberty,excellent,6.0,gas,140000.0,automatic,SUV,green,1.0,2018-12-07,44
4300,2002.0,ford f-150,good,6.0,gas,112758.0,automatic,pickup,,,2019-01-13,99
4195,2005.0,chevrolet trailblazer,good,6.0,gas,18200.0,automatic,SUV,white,1.0,2019-02-14,40
4995,2007.0,toyota camry,good,4.0,gas,173004.0,automatic,sedan,silver,,2018-11-12,18
20000,2013.0,chrysler town & country,good,6.0,gas,81000.0,automatic,mini-van,black,,2018-05-28,38
3995,2001.0,nissan maxima,good,6.0,gas,177096.0,automatic,sedan,grey,,2018-08-09,71
3995,2013.0,nissan altima,good,4.0,gas,101172.0,automatic,sedan,grey,,2018-10-01,11
3995,2012.0,ford fusion,good,4.0,gas,201290.0,automatic,sedan,grey,,2018-08-05,68
3995,2008.0,nissan rogue,good,4.0,gas,147356.0,automatic,wagon,black,,2019-02-01,71
29900,2013.0,chevrolet silverado 3500hd,excellent,8.0,diesel,120000.0,automatic,truck,black,1.0,2019-01-27,32
4995,2009.0,nissan murano,good,6.0,gas,205081.0,automatic,wagon,black,,2018-05-12,29
3495,2005.0,toyota camry,good,6.0,gas,212000.0,automatic,sedan,custom,,2019-01-08,8
3495,2009.0,hyundai sonata,good,6.0,gas,138981.0,automatic,sedan,custom,,2018-10-05,29
4995,2007.0,toyota camry,good,4.0,gas,159072.0,automatic,sedan,blue,,2019-02-11,14
3995,2005.0,chevrolet impala,good,6.0,gas,136622.0,automatic,sedan,grey,,2018-06-07,54
2995,2004.0,ford expedition,good,8.0,gas,308765.0,automatic,wagon,black,,2018-07-20,130
3995,2007.0,jeep liberty,good,6.0,gas,203286.0,automatic,wagon,silver,,2018-11-08,93
19988,2017.0,chevrolet malibu,like new,4.0,gas,34104.0,automatic,sedan,grey,,2018-12-25,20
7991,2013.0,chevrolet equinox,good,4.0,gas,137176.0,automatic,SUV,white,,2019-01-21,50
22988,2014.0,jeep wrangler,like new,6.0,gas,84494.0,automatic,SUV,black,1.0,2018-08-01,27
3995,2003.0,ram 1500,good,8.0,gas,265530.0,automatic,truck,,,2018-05-26,12
12999,2013.0,ford edge,excellent,6.0,gas,113918.0,automatic,SUV,black,1.0,2019-02-24,25
4995,2012.0,kia soul,good,4.0,gas,170448.0,automatic,wagon,green,,2018-08-31,45
5495,2007.0,ford expedition,good,8.0,gas,222839.0,automatic,SUV,,,2018-09-10,26
6995,2011.0,gmc acadia,good,6.0,gas,160560.0,automatic,SUV,grey,,2018-07-08,11
6995,2011.0,chevrolet traverse,good,6.0,gas,156971.5,automatic,wagon,black,1.0,2018-05-13,45
4495,2005.0,ford explorer,good,6.0,gas,139153.0,automatic,wagon,black,,2018-10-27,29
5495,2009.0,chevrolet traverse,good,6.0,gas,164286.0,automatic,wagon,silver,,2018-07-15,60
5900,2012.0,subaru impreza,excellent,4.0,gas,124155.0,automatic,sedan,blue,1.0,2018-11-19,33
17988,2014.0,jeep cherokee,like new,4.0,gas,38000.0,automatic,SUV,,,2018-07-04,30
4995,2008.0,gmc acadia,good,6.0,gas,191232.0,automatic,SUV,,,2018-09-21,70
4650,2012.0,honda civic lx,excellent,4.0,gas,177000.0,automatic,sedan,grey,,2019-01-05,18
10900,2009.0,ford f-150,excellent,8.0,gas,72418.0,automatic,truck,white,1.0,2019-03-27,8
12999,2015.0,ford fusion se,excellent,4.0,gas,72000.0,automatic,sedan,,,2018-10-14,26
6495,2011.0,ford expedition,good,8.0,gas,241444.0,automatic,wagon,,,2018-06-04,67
3995,2005.0,ram 1500,good,8.0,gas,220917.0,automatic,truck,black,,2019-01-12,44
5995,2011.0,chevrolet traverse,good,6.0,gas,195664.0,automatic,wagon,silver,,2018-11-29,85
7995,2007.0,gmc acadia,good,6.0,gas,133946.0,automatic,SUV,grey,,2018-10-27,70
3995,2005.0,acura tl,good,6.0,gas,204645.0,automatic,sedan,green,,2018-06-26,63
3995,2008.0,chrysler 300,good,6.0,gas,184742.0,automatic,sedan,blue,,2018-10-22,8
4995,2008.0,honda cr-v,good,4.0,gas,155000.0,automatic,wagon,,,2019-02-11,53
6995,2011.0,acura tl,good,6.0,gas,181865.0,automatic,sedan,grey,,2019-04-05,14
6995,2009.0,chevrolet traverse,good,6.0,gas,107972.0,automatic,wagon,silver,,2018-07-06,13
3995,2006.0,jeep grand cherokee,good,6.0,gas,178404.0,automatic,wagon,custom,1.0,2018-11-20,24
3995,2008.0,toyota camry,good,4.0,gas,185440.0,automatic,sedan,custom,,2018-05-03,27
8900,2006.0,ford mustang,excellent,8.0,gas,140000.0,automatic,coupe,silver,,2019-04-19,20
20997,2009.0,chevrolet tahoe,excellent,8.0,gas,111377.0,automatic,SUV,black,1.0,2018-07-09,17
2500,2001.0,ford mustang,good,6.0,gas,138000.0,automatic,coupe,green,,2018-12-29,6
7900,2006.0,chevrolet silverado 1500,excellent,8.0,gas,249416.0,automatic,pickup,blue,1.0,2018-08-08,25
4950,2009.0,nissan rogue,good,4.0,gas,144000.0,automatic,hatchback,,,2018-07-26,22
6650,2011.0,ford explorer,good,6.0,gas,142000.0,automatic,SUV,white,,2018-07-27,21
6950,2008.0,chevrolet tahoe,good,8.0,gas,200000.0,automatic,SUV,black,,2018-05-21,46
24000,2013.0,toyota tundra,excellent,8.0,gas,72000.0,automatic,truck,black,,2018-11-05,31
14990,2014.0,ford explorer,excellent,6.0,gas,118314.0,automatic,SUV,,1.0,2018-05-02,148
22490,2009.0,jeep grand cherokee,excellent,6.0,gas,131168.0,automatic,SUV,white,1.0,2018-11-22,16
5500,2013.0,nissan altima,excellent,6.0,gas,170.0,automatic,sedan,white,,2019-02-21,14
4750,2009.0,toyota prius,excellent,4.0,hybrid,159000.0,automatic,hatchback,silver,,2018-05-14,3
12900,2017.0,toyota corolla,good,4.0,gas,27156.0,automatic,sedan,blue,,2018-10-31,41
12000,2012.0,chevrolet camaro,like new,6.0,gas,54000.0,automatic,coupe,red,,2019-02-11,21
6950,2006.0,toyota camry le,excellent,6.0,gas,51447.0,automatic,sedan,blue,,2019-03-26,18
14900,2016.0,honda cr-v,like new,4.0,gas,59000.0,automatic,SUV,grey,,2019-03-15,40
27483,2018.0,jeep wrangler unlimited,good,4.0,gas,17600.0,automatic,wagon,orange,1.0,2018-11-17,45
8500,2012.0,chevrolet silverado,good,8.0,gas,198000.0,automatic,pickup,silver,1.0,2018-07-26,6
5995,2012.0,kia sorento,like new,4.0,gas,147.0,automatic,SUV,silver,,2018-06-24,20
6899,2008.0,ford f-150,good,6.0,gas,101000.0,automatic,pickup,,,2019-01-11,25
8777,2013.0,volkswagen passat,good,6.0,gas,75000.0,automatic,sedan,black,,2018-10-29,7
12999,2012.0,ford f150,excellent,6.0,gas,129611.0,automatic,pickup,white,,2018-06-29,12
10988,2000.0,ford f-250 sd,good,8.0,diesel,0.0,automatic,truck,white,1.0,2018-09-20,19
9888,2003.0,gmc sierra 2500hd,good,8.0,diesel,210000.0,automatic,truck,white,1.0,2018-05-08,44
16888,2014.0,jeep grand cherokee,good,6.0,gas,111000.0,automatic,SUV,black,1.0,2019-01-26,45
6000,2012.0,kia sorento,like new,4.0,gas,147.0,automatic,SUV,silver,,2018-12-07,8
23700,2017.0,jeep grand cherokee,good,6.0,gas,42000.0,automatic,SUV,white,1.0,2018-10-28,32
8999,2008.0,toyota tacoma,excellent,4.0,gas,159000.0,manual,truck,white,,2018-05-04,4
9900,2016.0,volkswagen jetta,good,4.0,gas,55000.0,automatic,sedan,black,,2018-05-10,14
13995,2016.0,ford fusion se,like new,4.0,gas,89629.0,automatic,sedan,grey,,2018-05-03,18
14991,2013.0,ford econoline,good,8.0,gas,85148.0,automatic,van,white,,2018-05-06,32
8995,2007.0,chevrolet silverado,excellent,8.0,gas,150033.0,automatic,truck,red,,2018-09-24,24
17995,2013.0,ford f-150,excellent,6.0,gas,103400.0,automatic,truck,red,1.0,2019-03-26,37
6995,2009.0,toyota corolla,excellent,4.0,gas,129950.0,manual,sedan,white,,2018-06-22,8
11991,2004.0,ram 1500,good,8.0,gas,139220.0,automatic,truck,yellow,,2018-05-31,30
3500,2003.0,chevrolet trailblazer,good,6.0,gas,18000.0,automatic,SUV,green,1.0,2018-07-16,92
5995,2010.0,ford fusion,good,6.0,gas,86000.0,automatic,sedan,white,,2018-07-12,43
7850,2007.0,ford expedition,good,8.0,gas,133992.0,automatic,SUV,red,1.0,2018-08-11,109
9500,2014.0,toyota corolla,excellent,4.0,gas,74115.0,automatic,sedan,grey,,2019-02-13,19
15500,2005.0,chevrolet silverado 2500hd,good,8.0,diesel,235000.0,automatic,truck,,1.0,2019-01-09,18
2800,2003.0,nissan maxima,good,6.0,gas,186000.0,automatic,other,white,,2019-01-03,4
20000,2017.0,toyota tacoma,like new,4.0,gas,86500.0,automatic,truck,white,,2019-01-20,33
3950,2004.0,ford expedition,good,8.0,gas,223000.0,automatic,SUV,red,1.0,2018-08-11,22
27995,2015.0,chevrolet silverado 2500hd,like new,8.0,diesel,115501.0,automatic,truck,,1.0,2018-11-12,34
17950,2012.0,toyota tacoma,excellent,6.0,gas,130543.0,automatic,pickup,white,1.0,2019-01-23,35
4800,2014.0,chevrolet impala,good,6.0,gas,101806.0,automatic,sedan,silver,,2018-07-08,38
4650,2006.0,acura tl,excellent,6.0,gas,151287.0,automatic,sedan,black,,2018-11-01,25
9000,2015.0,ford fusion se,good,4.0,gas,84300.0,automatic,sedan,green,,2018-10-28,48
12500,2004.0,toyota 4runner,excellent,8.0,gas,80004.0,automatic,SUV,white,1.0,2019-03-08,8
5750,2010.0,toyota corolla,like new,4.0,gas,125000.0,automatic,sedan,silver,,2019-02-05,30
9000,2013.0,toyota prius,good,4.0,gas,69804.0,automatic,hatchback,silver,,2019-03-27,75
3995,2003.0,chevrolet tahoe,good,8.0,gas,195070.0,automatic,SUV,silver,1.0,2018-06-10,19
5500,2009.0,honda odyssey,excellent,6.0,gas,136000.0,automatic,mini-van,white,,2018-06-13,49
18900,2012.0,toyota tundra,good,8.0,gas,158000.0,automatic,truck,white,1.0,2019-04-19,13
5995,2012.0,chevrolet cruze,excellent,4.0,gas,137408.0,manual,sedan,blue,,2018-12-10,18
2900,2010.0,chevrolet impala,good,6.0,gas,122087.5,automatic,sedan,grey,,2019-03-17,54
3995,2007.0,chevrolet impala,excellent,6.0,gas,139346.0,automatic,sedan,black,,2019-04-06,22
19900,2014.0,ford f150,excellent,6.0,gas,110000.0,automatic,pickup,,,2018-12-10,19
3500,2002.0,honda accord,good,4.0,gas,159000.0,automatic,sedan,,,2019-02-18,48
14995,2015.0,chevrolet silverado 2500hd,excellent,8.0,gas,197055.0,automatic,truck,silver,1.0,2018-10-22,34
10250,2014.0,chevrolet silverado 1500,excellent,6.0,gas,121203.0,automatic,truck,white,,2018-11-06,15
15995,2014.0,chevrolet silverado 1500,excellent,8.0,gas,90711.0,automatic,truck,white,,2018-06-02,53
5995,2011.0,chevrolet silverado 1500,excellent,8.0,gas,226647.0,automatic,truck,white,,2018-07-26,9
10200,2012.0,ram 1500,excellent,8.0,gas,199455.0,automatic,truck,white,1.0,2018-08-09,16
11995,2014.0,ford f-150,excellent,6.0,gas,92555.0,automatic,truck,,,2018-07-15,36
5995,2013.0,ford f-150,excellent,6.0,gas,194128.0,automatic,truck,white,,2018-07-04,45
10500,2014.0,ram 1500,excellent,6.0,gas,166195.0,automatic,truck,,,2019-01-20,23
12500,2014.0,ford f-150,excellent,6.0,gas,101035.5,automatic,truck,white,,2018-11-30,37
13995,2015.0,chevrolet silverado 1500,excellent,8.0,gas,136064.0,automatic,truck,white,,2019-01-06,34
10995,2012.0,ram 1500,excellent,8.0,gas,108700.0,automatic,truck,white,,2018-07-08,63
14995,2015.0,chevrolet silverado 1500,excellent,6.0,gas,90213.0,automatic,truck,white,,2018-07-02,41
9995,2011.0,chevrolet silverado 1500,excellent,8.0,gas,178295.0,automatic,truck,white,,2018-08-30,25
7995,2011.0,ford f-150,excellent,6.0,gas,163902.0,automatic,truck,red,,2018-06-08,22
11000,2013.0,chevrolet silverado 2500hd,excellent,8.0,gas,145725.0,automatic,truck,white,,2019-03-07,17
12500,2011.0,ford f-150,excellent,8.0,gas,130000.0,automatic,truck,white,,2018-12-08,53
4995,2006.0,gmc sierra 1500,excellent,8.0,gas,197457.0,automatic,truck,white,,2018-05-20,25
10988,2006.0,chevrolet silverado 1500,good,8.0,gas,163000.0,automatic,truck,blue,1.0,2018-06-06,5
18000,2011.0,gmc acadia,excellent,6.0,gas,58000.0,automatic,SUV,white,1.0,2018-06-13,55
11000,2013.0,chevrolet tahoe,like new,8.0,gas,82000.0,automatic,SUV,black,,2019-03-08,56
4500,2009.0,ford fusion,good,6.0,gas,121000.0,automatic,sedan,,,2018-08-07,20
19000,2012.0,ford f150,excellent,8.0,gas,111920.0,automatic,offroad,silver,1.0,2018-07-03,19
24500,2011.0,ram 3500,excellent,6.0,gas,210850.0,automatic,truck,custom,1.0,2018-06-04,45
18900,2012.0,ford f-250 sd,excellent,8.0,diesel,104850.0,automatic,truck,white,1.0,2018-08-02,35
6500,2010.0,ford f-150,excellent,8.0,gas,202957.0,automatic,truck,,,2018-12-25,19
12900,2011.0,chevrolet silverado 1500,excellent,8.0,gas,115163.0,automatic,truck,white,1.0,2018-06-30,31
2500,2003.0,jeep grand cherokee laredo,fair,6.0,gas,257348.0,automatic,SUV,,1.0,2019-01-07,19
4300,2013.0,nissan sentra,good,4.0,gas,89463.0,automatic,sedan,red,,2018-08-13,11
7500,2011.0,ford edge,excellent,6.0,gas,109000.0,automatic,SUV,,1.0,2018-05-28,75
15000,2018.0,chevrolet equinox,excellent,4.0,gas,32000.0,automatic,SUV,,,2019-03-02,12
4500,2013.0,nissan altima,good,4.0,gas,93639.0,automatic,sedan,,,2019-02-10,40
20999,2010.0,ford f350,excellent,8.0,diesel,198724.0,automatic,truck,silver,1.0,2018-09-14,22
5500,2007.0,toyota rav4,excellent,4.0,gas,191200.0,automatic,SUV,grey,1.0,2018-10-22,22
3500,2005.0,toyota sienna,good,6.0,gas,148070.0,automatic,mini-van,blue,,2018-12-16,20
8995,2014.0,hyundai sonata,excellent,4.0,gas,86979.0,manual,sedan,grey,,2018-05-25,37
9995,2010.0,chevrolet equinox,excellent,4.0,gas,118340.0,automatic,SUV,silver,,2018-05-01,12
8995,2010.0,ford edge,excellent,6.0,gas,106832.0,automatic,sedan,white,,2019-03-26,30
4000,2004.0,chevrolet suburban,good,8.0,gas,181000.0,automatic,SUV,black,,2018-05-14,28
12500,2008.0,chevrolet silverado 1500,like new,8.0,gas,134806.0,automatic,pickup,,,2018-12-14,42
7900,2010.0,honda odyssey,excellent,6.0,gas,125000.0,automatic,van,grey,,2018-09-13,19
5500,2002.0,chevrolet suburban,good,8.0,gas,200500.0,automatic,SUV,,1.0,2018-12-22,8
20500,2017.0,nissan frontier crew cab sv,good,6.0,gas,25523.0,other,pickup,white,,2019-02-08,6
13995,2014.0,toyota tacoma,good,4.0,gas,88139.0,automatic,pickup,white,,2019-01-03,20
7999,2012.0,kia sorento,like new,4.0,gas,102947.0,automatic,SUV,red,,2018-08-17,39
14900,2015.0,toyota sienna,excellent,6.0,gas,99509.0,automatic,van,black,,2019-04-12,50
4800,2012.0,ram 1500,excellent,6.0,gas,108700.0,manual,pickup,blue,,2019-01-01,65
26900,2015.0,jeep wrangler,like new,6.0,gas,54101.0,automatic,offroad,silver,1.0,2018-09-06,83
4650,2009.0,cadillac escalade,like new,8.0,gas,176000.0,automatic,SUV,white,,2018-05-25,54
10600,2015.0,nissan rogue,excellent,4.0,gas,52000.0,automatic,SUV,grey,1.0,2018-09-05,31
3600,2011.0,ford fusion,good,4.0,gas,118000.0,automatic,sedan,black,,2018-11-10,28
5750,2006.0,honda pilot,good,6.0,gas,168000.0,automatic,wagon,black,1.0,2018-10-01,3
5788,2012.0,nissan altima,good,4.0,gas,159043.0,automatic,coupe,silver,,2018-07-01,50
3650,2000.0,chevrolet suburban,good,8.0,gas,146728.0,automatic,SUV,grey,,2019-02-26,70
8499,2015.0,nissan altima,excellent,4.0,gas,49000.0,automatic,sedan,,,2019-03-07,11
